"lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"Belong","=~","SB1","",0.753909528897559,0.0378439144768897,19.9215524957903,0,0.679736819488841,0.828082238306276,1.54898606412743,0.840134983879,0.840134983879
"Belong","=~","SB2","",0.709486825307549,0.0367854691146586,19.2871490396415,0,0.637388630688407,0.78158501992669,1.45771496838679,0.824616960647925,0.824616960647925
"Belong","=~","SB3","",0.743084765252774,0.039107607660054,19.0010284370268,0,0.666435262717545,0.819734267788003,1.52674545382799,0.83653182725455,0.83653182725455
"Gains","=~","PG1","",0.658166358935627,0.0313424407229248,20.9992056698451,0,0.596736303931113,0.719596413940141,1.42779091092518,0.819084643035467,0.819084643035467
"Gains","=~","PG2","",0.701354755014748,0.0336987457099621,20.8124884246778,0,0.635306427099048,0.767403082930447,1.52148150835852,0.835662802175987,0.835662802175987
"Gains","=~","PG3","",0.738098285210686,0.0367541887292514,20.0820181516687,0,0.666061399020365,0.810135171401006,1.60119095831264,0.848175466976418,0.848175466976418
"Gains","=~","PG4","",0.689813525592114,0.0331633123339413,20.8005014289878,0,0.624814627809536,0.754812423374692,1.49644458228836,0.831441969785991,0.831441969785991
"Gains","=~","PG5","",0.69324359343817,0.0342688395239175,20.2295614053207,0,0.626077902179309,0.760409284697031,1.50388558808874,0.832711694606789,0.832711694606789
"SuppEnv","=~","SE1","",0.713030958731519,0.0367563743501891,19.3988381971045,0,0.640989788802877,0.785072128660162,1.50342400490004,0.832633310459353,0.832633310459353
"SuppEnv","=~","SE2","",0.769531433919154,0.0415777693558666,18.5082424055194,0,0.688040503424142,0.851022364414166,1.62255511645299,0.851305779045412,0.851305779045412
"SuppEnv","=~","SE3","",0.764006690332025,0.0401991594870353,19.0055389237287,0,0.685217785528655,0.842795595135396,1.61090620832622,0.84961010984392,0.84961010984392
"DevAdj","=~","Belong","",1.49536471679289,0.0715128251518324,20.9104410798764,0,1.35520215506259,1.6355272785232,0.873562700237952,0.873562700237952,0.873562700237952
"DevAdj","=~","Gains","",1.60391463324648,0.0793157064810642,20.2219043920311,0,1.44845870513524,1.75937056135772,0.887416598873807,0.887416598873807,0.887416598873807
"DevAdj","=~","SuppEnv","",1.54656220792524,0.0781392391895647,19.7923888684571,0,1.39341211333434,1.69971230251615,0.880378708268593,0.880378708268593,0.880378708268593
"M1","=~","MHWdacad","",1.34846956115605,0.0451650134715567,29.8565074491846,0,1.25994776139054,1.43699136092157,1.37878502768831,0.809504169514389,0.809504169514389
"M1","=~","MHWdlonely","",1.31840738241305,0.0454506278207,29.0074625066586,0,1.22932578880974,1.40748897601636,1.34804700946044,0.803144756019014,0.803144756019014
"M1","=~","MHWdmental","",1.3168972874691,0.0430625237353487,30.5810522291359,0,1.23249629186442,1.40129828307379,1.34650296548712,0.802817861618633,0.802817861618633
"M1","=~","MHWdpeers","",1.2979416506198,0.0430073213811232,30.1795510377797,0,1.21364884964126,1.38223445159834,1.32712117962337,0.798652152591856,0.798652152591856
"M1","=~","MHWdexhaust","",1.37846324066208,0.0457226355767696,30.1483766907444,0,1.28884852165336,1.4680779596708,1.40945300672132,0.815577319445947,0.815577319445947
"M2","=~","QIstudent","",1.27748419360285,0.0457130083954333,27.9457475769736,0,1.18788834352283,1.36708004368288,1.34752579801863,0.803034489719773,0.803034489719773
"M2","=~","QIfaculty","",1.30235909695327,0.0474029510031032,27.4742198406174,0,1.20945102022627,1.39526717368027,1.37376453674883,0.808484475906131,0.808484475906131
"M2","=~","QIadvisor","",1.37307393510986,0.0517809920176924,26.5169492048493,0,1.27158505567142,1.47456281454829,1.4483565115035,0.82291169370147,0.82291169370147
"M2","=~","QIstaff","",1.33812985734285,0.047606458626917,28.1081579251573,0,1.2448229130026,1.43143680168311,1.41149652801814,0.815972681318955,0.815972681318955
"M1","~","X","a1",0.0532985405841714,0.041701572169789,1.27809427345245,0.201216187861243,-0.0284350389673128,0.135032120135656,0.0521266609286413,0.0258325797237906,0.0521266609286413
"M1","~","XZ_c","a1xz",-0.0178909978083051,0.0387275234886431,-0.461971130520434,0.644102023441688,-0.0937955490564746,0.0580135534398643,-0.017497626880717,-0.0117072455380136,-0.017497626880717
"M1","~","Zplus10_c","a1z",0.173004423626079,0.0301605438747617,5.73611750320089,9.68714664040249e-09,0.113890843877406,0.232118003374752,0.169200560290573,0.137171996731479,0.169200560290573
"M1","~","cohort","g1",0.0448111651635414,0.0393975182563485,1.13741086105901,0.255366569026401,-0.0324065516991609,0.122028882026244,0.0438258981708585,0.0219116143447566,0.0438258981708585
"M1","~","bchsgrade","",-0.113355635732835,0.0220630050794841,-5.1378148771874,2.77951489158212e-07,-0.156598331079348,-0.0701129403863216,-0.110863275493717,-0.110014387030799,-0.110863275493717
"M1","~","bcsmath","",-0.029361622371566,0.0203687767285066,-1.44150150806423,0.14944305159244,-0.0692836911685766,0.0105604464254446,-0.0287160458223121,-0.0289705613594055,-0.0287160458223121
"M1","~","bparented","",-0.0317549011992679,0.0204515364798954,-1.55269024557075,0.120497153807429,-0.0718391761283699,0.0083293737298341,-0.0310567034199118,-0.0307359717151536,-0.0310567034199118
"M1","~","firstgen","",0.117794699645714,0.0416990482444162,2.824877415793,0.00472987077217835,0.0360660668970602,0.199523332394368,0.115204737321585,0.0549341015220229,0.115204737321585
"M1","~","bchwork","",0.032451285074162,0.0196692346964434,1.64984990900688,0.0989736379568664,-0.00609970653433261,0.0710022766826566,0.0317377758418752,0.0316300800842224,0.0317377758418752
